fid,code_giris,can_orient,city_irreg,wdt_str,alb,pop_den,veg_den,bld_hgt,no_wind_d,max_temp,max_dtemp,no_cloud,iuhi,veg_dt,veg_cost,veg_eff,alb_dt,alb_cost,alb_eff,cmb_dt,cmb_cost,cmb_eff,age_perc,pov_perc,alone_perc,dpe_perc,hvi
"1779","9304806",SW,irregular,4.31,0.1473,12023.01,0.28263,8.72,0.0728,24.3,8.8,36.5675,6.93,1.05,12.842,0.0199,1.01,7.7563,0.0142,2.06,20.5983,0.0189,12.04,19.16,38.1,50,13
"1780","9304807",SW,irregular,4.58,0.1535,7765.35,0.21782,6.47,0.0728,24.3,8.8,36.5675,6.98,1.31,19.989,0.0103,1.11,9.4005,0.0083,2.42,29.3895,0.0101,12.16,17.75,39.92,63.29,15
"1781","9304808",S,irregular,4.29,0.15,12659.26,0.15405,6.73,0.0728,24.3,8.8,36.5675,8.13,1.57,10.824,0.0372,1.01,3.7358,0.0309,2.58,14.5598,0.0353,11.42,26.95,32.15,39.13,14
"1782","9304809",SW,irregular,4.56,0.1363,13458.18,0.043,6.58,0.0728,24.3,8.8,36.5675,8.66,2.36,15.147,0.0425,1.53,4.8816,0.0381,3.89,20.0286,0.0412,13,26.77,36.09,63.67,18
"1783","9304810",SE,irregular,4.23,0.1497,9067.78,0.07592,6.22,0.0728,24.3,8.8,36.5675,7.84,2.09,22.786,0.0168,1.11,7.4648,0.0122,3.2,30.2508,0.0151,11.05,25.6,26.61,49.03,14
"1784","9304811",E,irregular,4.6,0.1435,10465.74,0.22042,6.76,0.0728,24.3,8.8,36.5675,6.9,1.31,16.809,0.0165,0.87,5.9156,0.0139,2.18,22.7246,0.0158,14.04,26.8,32.48,39.94,14
"1785","9304901",S,irregular,4.13,0.1459,6088.3,0.25026,5.92,0.1254,23.9,10.33,41.3272,7.5,1.05,46.341,0.0028,0.87,20.5468,0.0023,1.92,66.8878,0.0028,14.96,12.12,31.68,62.76,16
"1786","9305001",S,irregular,4.1,0.1506,5115.95,0.40279,5.99,0.1254,23.9,10.33,41.3272,6.64,0.27,22.649,0.0012,0.73,29.71,0.0011,0.99,52.359,0.0015,11.72,15.92,31.02,39.78,12
"1787","9305101",E,irregular,4.42,0.1487,6279.94,0.2583,6.39,0.0728,24.3,8.8,36.5675,6.5,1.05,42.794,0.0031,0.87,18.0009,0.0027,1.92,60.7949,0.0031,12.35,9.78,40.03,35.64,12
"1788","9305103",E,irregular,5.17,0.1503,8409.09,0.18192,16.07,0.0728,24.3,8.8,36.5675,6.73,1.58,21.977,0.0122,1.01,7.9529,0.0097,2.58,29.9299,0.0114,9.08,28.38,28.02,55.74,13
"1789","9305104",S,irregular,4.58,0.1553,11451.89,0.32884,10.81,0.1254,23.9,10.33,41.3272,7.51,0.79,8.741,0.021,0.87,5.5528,0.0162,1.66,14.2938,0.021,10.49,21.29,28.25,33.88,12
"1790","9305105",E,irregular,4.26,0.1505,6138.74,0.21665,5.69,0.1254,23.9,10.33,41.3272,6.86,1.31,30.214,0.0054,0.87,10.5938,0.0046,2.18,40.8078,0.0052,12.7,11.76,29.63,39.13,12
"1791","9305301",E,irregular,4.99,0.1395,8305.54,0.12282,6.71,0.1254,23.9,10.33,41.3272,7.46,1.83,111.868,0.0028,0.87,30.9643,0.0021,2.7,142.8323,0.0025,11.03,24.63,31.12,56.5,15
"1792","9305501",SE,mixed,4.8,0.1441,4870.64,0.42357,16.23,0.1254,23.9,10.33,41.3272,5.9,0.26,2.018,0.0127,0.28,1.634,0.0075,0.54,3.652,0.0113,10.9,33.32,29.7,36.92,12
"1793","9305502",SW,irregular,4.58,0.1416,4377.93,0.03625,9.01,0.1254,23.9,10.33,41.3272,8.06,2.36,40.594,0.0052,1.22,13.5125,0.0036,3.58,54.1065,0.0046,7.66,31.18,38.11,63.29,17
"1794","9305503",E,irregular,4.86,0.1396,16084.62,0.05402,13.79,0.1254,23.9,10.33,41.3272,8.12,2.1,6.967,0.0982,1.11,2.39,0.0675,3.21,9.357,0.0869,13.07,20.26,37.69,53.33,15
"1795","9305504",E,mixed,4.84,0.1362,18748.94,0.12016,7.45,0.1254,23.9,10.33,41.3272,7.91,1.84,10.496,0.0666,1.53,4.4545,0.0582,3.36,14.9505,0.0664,12.64,20.35,41.67,58.02,16
"1796","9305505",SW,mixed,4.53,0.1432,16355.26,0.09126,8.84,0.1254,23.9,10.33,41.3272,7.91,2.1,9.227,0.0754,1.11,3.39,0.0484,3.21,12.617,0.0656,8.27,32.01,32.43,46.67,16
"1797","9305506",E,mixed,4.46,0.1367,11185.92,0.22269,8.43,0.1254,23.9,10.33,41.3272,7.11,1.31,10.942,0.0271,1.42,5.5427,0.0259,2.73,16.4847,0.0292,14.32,19.78,41.16,56.44,15
"1798","9305507",E,irregular,4.51,0.1324,18777.5,0.12061,15.18,0.1254,23.9,10.33,41.3272,8.46,1.83,8.921,0.078,1.53,3.7019,0.0702,3.36,12.6229,0.0788,10.77,15.14,36.22,32.52,14
"1799","9305508",E,mixed,4.59,0.142,24737.5,0.03525,9.87,0.1254,23.9,10.33,41.3272,8.08,2.35,6.735,0.1748,1.11,2.0374,0.1218,3.46,8.7724,0.1537,10.1,20.7,39.23,65.9,15
"1800","9305701",SW,irregular,4.38,0.1472,7865.75,0.04473,5.23,0.1254,23.9,10.33,41.3272,8.13,2.36,80.076,0.0047,1.01,22.2621,0.0032,3.36,102.3381,0.0041,12.51,16.28,31.79,67.91,15
"1801","9305901",S,irregular,4.61,0.1467,9013.49,0.14658,5.73,0.1254,23.9,10.33,41.3272,8.36,1.84,70.07,0.0048,0.869999999999999,21.418,0.0033,2.7,91.488,0.0042,10.05,32.91,26.06,67.57,17
"1802","9306101",S,mixed,4.13,0.1375,21060,0.06701,8.82,0.0728,24.3,8.8,36.5675,9.04,2.1,18.144,0.0494,1.64,6.919,0.0451,3.73,25.063,0.0494,12.3,18.82,40.15,54.05,16
"1803","9306201",SW,irregular,4.12,0.1376,6380.27,0.16666,6.68,0.1254,23.9,10.33,41.3272,7.76,1.57,42.8,0.0047,1.28,14.6584,0.005,2.85,57.4584,0.005,17.03,10.58,34.39,69.14,15
"1804","9306301",SW,irregular,4.6,0.1567,8265.41,0.24159,7,0.1254,23.9,10.33,41.3272,7.16,1.31,48.625,0.0045,1.01,23.452,0.0032,2.32,72.077,0.0042,11.94,20.82,33.01,47.17,13
"1805","9306401",SE,irregular,4.85,0.1442,7731.59,0.19557,7.4,0.1254,23.9,10.33,41.3272,7.34,1.57,102.07,0.0024,0.859999999999999,35.5204,0.0017,2.43,137.5904,0.0022,12.59,16.28,35.74,54.47,15
"1806","9306601",S,regular,4.7,0.1342,10093.62,0.18967,7.71,0.1254,23.9,10.33,41.3272,8.04,1.57,8.291,0.0387,1.15,2.5459,0.0412,2.72,10.8369,0.0399,12.66,29.96,29.03,63.79,16
"1807","9306602",S,irregular,4.83,0.1415,12656.36,0.23219,9.89,0.1254,23.9,10.33,41.3272,7.97,1.31,8.123,0.0413,0.87,3.268,0.0305,2.18,11.391,0.0382,12.48,25.66,37.09,67.11,16
"1808","9306603",S,irregular,4.89,0.1501,12654.35,0.22169,6.67,0.1254,23.9,10.33,41.3272,7.97,1.31,7.12,0.0472,1.01,2.9934,0.0386,2.32,10.1134,0.0457,12.32,35.6,27.41,64.1,16
"1809","9306605",E,irregular,4.94,0.144,8238.74,0.18803,5.44,0.1254,23.9,10.33,41.3272,7.2,1.57,19.703,0.0133,0.87,7.1699,0.009,2.44,26.8729,0.0118,15.18,26.66,35.38,61.69,15
"1810","9306606",E,irregular,5.47,0.1321,8207.02,0.35797,10.21,0.1254,23.9,10.33,41.3272,6.08,0.53,3.579,0.0246,0.94,2.0713,0.0337,1.46,5.6503,0.0334,8.8,37.08,26.64,29.27,11
"1811","9306607",SE,irregular,5.2,0.1306,16306.06,0.11508,7.87,0.1254,23.9,10.33,41.3272,7.75,1.83,14.965,0.0404,1.42,4.9833,0.042,3.26,19.9483,0.042,9.64,35.66,27.81,58.52,15
"1812","9306608",SW,irregular,4.56,0.1428,13124.49,0.39073,13.37,0.1254,23.9,10.33,41.3272,6.64,0.53,1.993,0.0707,1.12,3.8951,0.0341,1.64,5.8881,0.0576,9.45,31.01,33.81,57.05,15
"1813","9306609",E,irregular,4.72,0.139,13738.62,0.13979,10.36,0.1254,23.9,10.33,41.3272,8.14,1.83,30.46,0.0167,1.53,11.7938,0.0161,3.36,42.2538,0.0172,8.38,32.82,40.09,58.85,17
"1814","9306610",S,irregular,4.75,0.1394,12054.05,0.25111,12.84,0.1254,23.9,10.33,41.3272,8.25,1.05,9.985,0.0257,1.28,4.4104,0.0316,2.33,14.3954,0.0307,14.23,27.49,31.81,62.96,18
"1815","9306611",S,mixed,5.97,0.1494,5986.56,0.10748,11.73,0.1254,23.9,10.33,41.3272,7.42,1.84,74.2,0.003,1.12,23.991,0.0025,2.95,98.191,0.0028,5.34,28.96,32.36,31.56,14
"1816","9306615",E,irregular,6.16,0.1447,3206.5,0.12273,8.92,0.1254,23.9,10.33,41.3272,6.61,1.83,44.316,0.0027,1.01,14.2855,0.002,2.84,58.6015,0.0024,7.33,32.23,31.41,46.88,15
"1817","9307001",SE,irregular,4.55,0.1468,11145.71,0.11383,10.25,0.1254,23.9,10.33,41.3272,7.88,1.84,98.091,0.0042,1.22,38.1748,0.0032,3.05,136.2658,0.0039,10.87,23.01,38.89,59,15
"1818","9307101",E,irregular,4.05,0.1486,7047.52,0.28489,5.21,0.1254,23.9,10.33,41.3272,6.6,1.05,81.402,0.0018,0.73,34.9306,0.0013,1.78,116.3326,0.0017,11.66,25.65,24.51,56.56,13
"1819","9307201",S,irregular,4.29,0.1472,6890.2,0.25491,5.8,0.1254,23.9,10.33,41.3272,7.5,1.05,71.607,0.002,0.87,30.4456,0.0018,1.92,102.0526,0.002,10.76,31.81,27.74,50.92,15
"1820","9307302",SW,mixed,4,0.1493,5174.44,0.06678,4.56,0.0462,23.64,9.82,25.5378,7.15,2.1,23.341,0.0094,0.87,5.163,0.0079,2.97,28.504,0.0085,17.58,11.09,21.89,62.43,13
"1821","9307303",S,regular,4.15,0.15,5462.03,0.08625,4.6,0.0462,23.64,9.82,25.5378,7.58,2.09,46.041,0.005,1,12.5464,0.0039,3.1,58.5874,0.0046,15.6,10.47,25.92,55.9,13
"1822","9307304",S,irregular,4.39,0.1438,10531.37,0.38353,12.28,0.0462,23.64,9.82,25.5378,7.02,0.52,4.645,0.0239,0.73,4.1697,0.0167,1.25,8.8147,0.0235,10.99,23.38,30.04,27.17,12
"1823","9307305",E,irregular,4.38,0.1457,4454.14,0.27075,4.51,0.0462,23.64,9.82,25.5378,6.18,1.05,19.102,0.005,0.73,7.6038,0.0039,1.78,26.7058,0.0047,14.58,8.93,19.95,58.67,10
"1824","9307701",SE,irregular,4.14,0.1376,7214.36,0.10044,5.98,0.1254,23.9,10.33,41.3272,8.02,1.83,95.598,0.0028,1.28,25.0589,0.0033,3.11,120.6569,0.0029,14.55,14.45,32.84,66.3,16
"1825","9307801",SW,irregular,4.6,0.1487,3503.46,0.33374,5.15,0.0462,23.64,9.82,25.5378,6.18,0.79,82.237,0.0007,0.73,47.721,0.0005,1.52,129.958,0.0006,11.04,18.36,22.33,44.09,10
"1826","9307901",S,irregular,4.3,0.1505,5301.3,0.24904,6.1,0.1254,23.9,10.33,41.3272,7.68,1.31,31.491,0.0045,0.859999999999999,12.0786,0.0034,2.17,43.5696,0.0042,11.15,28.41,24.03,60.71,14
"1827","9400100",S,irregular,4.71,0.1459,4139.47,0.27727,5.75,0.0934,24.05,10.43,23.8902,7.29,1.05,13.369,0.0439,0.73,4.7833,0.0466,1.78,18.1523,0.0475,15.35,12.6,32.57,76.54,15
"1828","9400201",SE,irregular,4.48,0.1403,15925.29,0.13177,7.92,0.0728,24.3,8.8,36.5675,7.78,1.83,37.494,0.1049,1.11,14.855,0.0877,2.94,52.349,0.1046,12.25,15.86,41.07,54.29,15
"1829","9400202",S,irregular,4.72,0.146,7197.93,0.15447,7.18,0.0728,24.3,8.8,36.5675,7.92,1.57,38.63,0.0395,1.01,12.8074,0.0418,2.58,51.4374,0.0422,14.03,23.15,35.78,49.39,16
"1830","9400301",S,irregular,5.55,0.1375,8943.16,0.07829,6.81,0.0728,24.3,8.8,36.5675,8.32,2.1,58.87,0.0431,1.42,18.0958,0.0517,3.52,76.9658,0.0479,13.37,15.34,38.06,49.7,16
"1831","9401101",SW,irregular,5.39,0.1564,3110.02,0.18558,6.48,0.0934,24.05,10.43,23.8902,6.44,1.57,98.358,0.0067,0.87,27.2048,0.0073,2.44,125.5628,0.0071,13.09,17.82,29.7,48.57,13
"1832","9401501",SW,irregular,5.05,0.1425,5023.05,0.22611,6.58,0.0728,24.3,8.8,36.5675,6.29,1.31,50.701,0.0175,0.87,18.3128,0.0176,2.18,69.0138,0.0186,15.82,6.81,29.34,45.48,10
"1833","9401601",S,irregular,5.12,0.1429,9544.09,0.11714,7.03,0.0728,24.3,8.8,36.5675,7.64,1.83,62.874,0.0375,1.01,18.923,0.0375,2.84,81.797,0.0388,13.99,13.07,36.26,53.71,15
"1834","9401701",E,regular,5.71,0.1507,3135.44,0.349,5.37,0.0728,24.3,8.8,36.5675,4.92,0.79,14.183,0.0236,0.52,6.502,0.0185,1.31,20.685,0.0232,14.25,14.64,31.05,72.76,13
"1835","9401702",E,irregular,4.9,0.1503,7792.59,0.05944,5.57,0.0728,24.3,8.8,36.5675,7.54,2.09,28.545,0.077,1,7.4105,0.0775,3.1,35.9555,0.0786,14.27,12.86,34.85,68.5,16
"1836","9401703",E,irregular,4.64,0.1437,8032.26,0.10234,5.39,0.0728,24.3,8.8,36.5675,7.36,1.84,14.591,0.1368,1.01,4.4375,0.1347,2.84,19.0285,0.1403,16.41,10.16,31.47,53.42,14
"1837","9401704",S,mixed,4.89,0.1471,9009.62,0.04242,5.61,0.0728,24.3,8.8,36.5675,8.48,2.36,14.341,0.2002,1.01,3.8341,0.1749,3.37,18.1751,0.1954,12.41,11.68,28.04,71.15,15
"1838","9401705",E,irregular,5.22,0.1453,8932.31,0.10504,6.38,0.0728,24.3,8.8,36.5675,6.74,1.83,15.179,0.1454,1.01,4.6714,0.1423,2.84,19.8504,0.1495,13.78,17.56,35.6,65.8,15
"1839","9401706",E,regular,4.97,0.1465,8662.5,0.13971,5.3,0.0728,24.3,8.8,36.5675,6.81,1.83,10.086,0.2122,0.859999999999999,2.912,0.1885,2.7,12.998,0.2105,11.64,23.45,32.19,69.93,15
"1840","9401707",E,irregular,5.62,0.1423,12037.7,0.16401,7.67,0.0728,24.3,8.8,36.5675,6.61,1.57,11.817,0.2159,0.720000000000001,3.1934,0.2,2.3,15.0104,0.2158,12.34,23.84,37.01,60,14
"1841","9401708",E,regular,5.82,0.1602,2665.29,0.17018,5.14,0.0728,24.3,8.8,36.5675,5.43,1.58,22.936,0.0248,0.59,6.6003,0.0176,2.17,29.5363,0.0229,11,23.27,28.07,41.54,11
"1842","9401709",E,irregular,4.88,0.1518,6717.07,0.30505,6.43,0.0728,24.3,8.8,36.5675,6.23,0.78,4.039,0.1751,0.720000000000001,1.8509,0.1925,1.51,5.8899,0.2015,12.11,18.55,26.84,15.48,9
"1843","9401710",SE,regular,4.71,0.1418,6030,0.30386,6.07,0.0728,24.3,8.8,36.5675,5.91,0.78,6.952,0.0913,0.72,3.0476,0.105,1.51,9.9996,0.1065,15.92,10.33,30.22,62.73,13
"1844","9401711",E,irregular,4.86,0.1562,9500,0.23327,7.44,0.0728,24.3,8.8,36.5675,6.83,1.31,7.642,0.2199,0.86,2.6239,0.2295,2.17,10.2659,0.2349,12.31,25.41,26.33,35.82,12
"1845","9401712",SW,regular,4.63,0.1472,25592.59,0.05474,16.63,0.0728,24.3,8.8,36.5675,7.95,2.09,7.222,1,0.87,1.6408,1,2.96,8.8628,1,11.73,32.85,28.05,2.13,12
"1846","9401713",E,irregular,4.96,0.1452,5611.06,0.0612,5.22,0.0728,24.3,8.8,36.5675,7.47,2.1,52.36,0.0304,0.87,12.5362,0.0287,2.96,64.8962,0.0299,17.02,10.69,22.16,57.11,13
"1847","9401714",E,regular,4.84,0.1437,11027.78,0.08804,6.46,0.0728,24.3,8.8,36.5675,7.14,2.09,4.41,0.7057,0.859999999999999,0.9899,0.706,2.96,5.3999,0.7072,13.31,15.7,23.34,10.26,10
"1848","9401801",SE,regular,5.92,0.1296,15812.43,0.10241,11.88,0.0728,24.3,8.8,36.5675,7.17,1.84,43.53,0.0902,1.53,15.2414,0.117,3.36,58.7714,0.1058,16.19,9.55,39.98,55.8,14
"1849","9401901",S,irregular,4.94,0.1528,3737.55,0.35296,5.58,0.0934,24.05,10.43,23.8902,6.68,0.52,34.544,0.0076,0.859999999999999,26.0996,0.0091,1.39,60.6436,0.01,16.48,12.62,30.42,49.55,14
"1850","9402101",SE,irregular,5.82,0.1533,4555.79,0.13722,6.62,0.0934,24.05,10.43,23.8902,6.78,1.83,89.592,0.0126,1,26.4691,0.0127,2.84,116.0611,0.013,13.87,14.92,31.35,43.29,13
"1851","9402201",S,irregular,5.07,0.1503,10883.92,0.13674,7.29,0.0934,24.05,10.43,23.8902,7.68,1.84,54.092,0.05,1.01,17.9026,0.0452,2.84,71.9946,0.0502,11.35,18.31,35.43,52.42,14
"1852","9402202",S,irregular,4.89,0.1458,5128.13,0.36398,5.96,0.0934,24.05,10.43,23.8902,6.77,0.53,16.917,0.0217,0.869999999999999,13.9566,0.0236,1.4,30.8736,0.0272,12.29,16.24,34.14,64.42,14
"1853","9402801",SW,irregular,5.33,0.1429,6743.66,0.19563,6.27,0.0934,24.05,10.43,23.8902,6.59,1.57,24.477,0.0584,0.859999999999999,8.4581,0.0505,2.43,32.9351,0.0582,19.55,9.23,38.3,63.39,14
"1854","9402802",S,irregular,5.41,0.1468,5896.13,0.26561,14.42,0.0934,24.05,10.43,23.8902,6.8,1.05,74.332,0.0112,0.87,29.5811,0.0128,1.91,103.9131,0.0127,13.14,18.41,33.28,15.45,11
"1855","9402803",SE,irregular,5.48,0.1443,9061.11,0.13038,6.22,0.0728,24.3,8.8,36.5675,6.96,1.83,42.851,0.0522,0.86,11.3497,0.0506,2.7,54.2007,0.0528,15.26,13.26,35.06,52.08,14
"1856","9402804",S,irregular,5.06,0.1374,12088.04,0.11207,9.88,0.0934,24.05,10.43,23.8902,8.16,1.83,47.815,0.0625,1.15,11.5158,0.089,2.98,59.3308,0.071,12.18,22.06,31.11,33.93,14
"1857","9403301",E,irregular,4.83,0.1396,9730.4,0.13589,6.99,0.0728,24.3,8.8,36.5675,7.36,1.84,118.261,0.0204,1.01,42.4564,0.0171,2.84,160.7174,0.0201,14.15,13.14,32.85,60.61,15
"1858","9403401",SW,irregular,5.21,0.1414,7091.27,0.21009,6.81,0.0934,24.05,10.43,23.8902,6.33,1.31,57.728,0.0217,0.86,20.1603,0.0223,2.17,77.8883,0.0231,12.77,10.91,35.27,40.68,11
"1859","9403701",SW,irregular,4.84,0.1398,12913.56,0.06342,8.02,0.0728,24.3,8.8,36.5675,7.98,2.1,30.871,0.1186,1.11,10.5938,0.0997,3.21,41.4648,0.117,14.94,17.23,43.72,61.55,16
"1860","9403801",S,irregular,5.36,0.1465,7912.31,0.17308,6.14,0.0728,24.3,8.8,36.5675,7.3,1.57,73.162,0.0229,0.859999999999999,21.5706,0.0232,2.44,94.7326,0.0238,16.46,12.57,31.82,57.32,15
"1861","9404101",SW,mixed,4.86,0.1453,11164.97,0.19731,8.93,0.0728,24.3,8.8,36.5675,7.08,1.57,33.734,0.0702,1.01,12.8718,0.0646,2.58,46.6058,0.0723,15.07,21,39.88,60.78,15
"1862","9404102",SW,irregular,4.6,0.1439,12714.36,0.12782,8.04,0.0728,24.3,8.8,36.5675,7.71,1.83,42.539,0.0739,1.11,16.3601,0.0636,2.94,58.8991,0.0742,12.66,21.21,40.42,55.86,16
"1863","9404103",SE,irregular,5.27,0.1521,5865.45,0.09513,9.49,0.0728,24.3,8.8,36.5675,7.08,2.1,52.847,0.0315,1.22,17.984,0.0293,3.32,70.831,0.0322,7.9,26.62,35.47,55.26,14
"1864","9404201",S,irregular,5.38,0.1383,8372.93,0.19917,6.11,0.0728,24.3,8.8,36.5675,7.79,1.57,38.927,0.0456,1.28,14.1872,0.0557,2.85,53.1142,0.0526,16.87,11.01,36.61,55.74,14
"1865","9404301",SW,irregular,5.25,0.1369,13498.05,0.08629,10.09,0.0728,24.3,8.8,36.5675,7.91,2.1,37.912,0.101,1.53,13.1396,0.1158,3.63,51.0516,0.1123,13.5,14.85,41.9,63.67,17
"1866","9404401",E,irregular,5.1,0.1557,3963.02,0.44566,5.49,0.0934,24.05,10.43,23.8902,4.91,0.27,2.505,0.0577,0.73,21.8791,0.0097,1,24.3841,0.019,8.66,12.3,27.52,36.6,9
"1867","9404601",S,irregular,5.22,0.1431,11792.2,0.12211,8.13,0.0728,24.3,8.8,36.5675,7.71,1.84,48.396,0.0605,1.01,15.0313,0.0584,2.84,63.4273,0.0618,16.72,10.71,39.44,60.5,14
"1868","9404602",E,irregular,5.36,0.1426,9916.26,0.19848,8.12,0.0728,24.3,8.8,36.5675,6.48,1.57,20.965,0.1003,1.01,8.3496,0.0884,2.58,29.3146,0.1021,13.43,9.78,41.13,51.41,14
"1869","9404603",E,regular,5.75,0.1391,8432.74,0.13586,6.05,0.0728,24.3,8.8,36.5675,6.61,1.83,24.037,0.0867,1.42,8.4886,0.104,3.25,32.5256,0.0986,16.58,9,36.44,72.69,14
"1870","9404604",SE,irregular,5.67,0.1394,8111.11,0.15067,5.97,0.0728,24.3,8.8,36.5675,7.12,1.57,16.421,0.1047,1.29,5.0274,0.1534,2.86,21.4484,0.1265,16.33,9.99,34.87,75,14
"1871","9405201",S,irregular,4.85,0.1394,11135.71,0.16966,8.33,0.0728,24.3,8.8,36.5675,8.48,1.57,53.173,0.0444,1.42,20.4519,0.057,3,73.6249,0.0531,16.63,9.35,38.85,56.29,15
"1872","9405401",S,irregular,4.9,0.1727,3588.04,0.23587,6.4,0.0934,24.05,10.43,23.8902,7.19,1.31,97.147,0.0065,0.73,32.005,0.006,2.04,129.152,0.0066,12.17,18.54,30.66,46.45,13
"1873","9405501",SW,irregular,4.74,0.1577,3154.94,0.38603,5.05,0.0934,24.05,10.43,23.8902,6.01,0.53,15.086,0.015,0.87,15.3092,0.0132,1.4,30.3952,0.017,20.61,5.62,18.93,54.6,11
"1874","9405801",S,irregular,4.91,0.1439,8588.38,0.10079,6.23,0.0728,24.3,8.8,36.5675,8.26,1.84,93.611,0.0228,1.01,27.6997,0.0231,2.84,121.3107,0.0235,16.58,8.12,35.76,58.98,15
"1875","9405901",SE,irregular,4.86,0.1563,4294.68,0.39926,5.75,0.0934,24.05,10.43,23.8902,6.09,0.53,15.087,0.0204,0.73,17.1805,0.0134,1.25,32.2675,0.0195,17.37,9.62,31.66,39.77,11
"1876","9406501",SE,irregular,5.41,0.1562,1298.33,0.19661,5.98,0.0934,24.05,10.43,23.8902,6.38,1.57,72.12,0.0038,1.01,27.4929,0.0035,2.58,99.6129,0.0039,13.82,4.77,29.28,38.03,11
"1877","9406701",E,irregular,5.52,0.1346,21079.12,0.23498,12.87,0.0728,24.3,8.8,36.5675,7.17,1.31,13.269,0.281,1.53,8.7869,0.2705,2.84,22.0559,0.3175,17.6,9.55,40.08,72.06,15
"1878","9406801",SE,irregular,4.98,0.1449,8783.13,0.01709,5.67,0.0728,24.3,8.8,36.5675,8.1,2.35,72.929,0.0382,1.11,20.4654,0.0351,3.46,93.3944,0.0381,19.69,8.95,38.56,60.42,14
"1879","9406802",SE,irregular,4.84,0.1437,7892.78,0.17744,6.3,0.0728,24.3,8.8,36.5675,7.24,1.57,17.911,0.0934,0.86,6.102,0.082,2.44,24.013,0.0938,18.02,7.47,35.53,64.71,14
"1880","9406803",E,irregular,4.79,0.1423,5793.22,0.18012,6.07,0.0728,24.3,8.8,36.5675,6.95,1.58,32.363,0.0382,0.87,10.1225,0.0367,2.44,42.4855,0.0389,20.06,6.07,36.25,61.99,15
"1881","9406804",SE,irregular,5.03,0.1401,5616,0.06385,5.31,0.0728,24.3,8.8,36.5675,7.08,2.1,26.133,0.0609,0.87,6.4342,0.056,2.97,32.5672,0.0599,19.32,6.23,26.93,66.8,13
"1882","9406805",SW,irregular,4.64,0.1439,5443.41,0.13891,5.97,0.0934,24.05,10.43,23.8902,7.4,1.84,43.185,0.0313,0.87,12.3294,0.0283,2.7,55.5144,0.031,24.56,7.8,37.71,58.6,15
"1883","9406806",E,irregular,4.9,0.1462,6464.37,0.08898,5.59,0.0934,24.05,10.43,23.8902,7.51,2.09,21.26,0.0858,1,5.78,0.0824,3.1,27.04,0.0867,17.86,7.89,32.55,59.48,14
"1884","9406807",SE,irregular,4.9,0.1477,6052.99,0.09385,4.99,0.0728,24.3,8.8,36.5675,7.65,2.1,32.304,0.0531,1.11,9.7734,0.0507,3.21,42.0774,0.054,18.26,9.23,31.77,54.69,14
"1885","9406808",S,irregular,5.24,0.1414,6527.27,0.16677,6.39,0.0728,24.3,8.8,36.5675,7.3,1.57,14.773,0.0937,0.859999999999999,4.6511,0.0889,2.44,19.4241,0.0959,16.66,12.11,38.83,66.94,16
"1886","9406901",E,regular,5.96,0.1355,8339.31,0.35263,9.22,0.0728,24.3,8.8,36.5675,5.3,0.52,9.628,0.0608,1.28,8.1191,0.0969,1.8,17.7471,0.099,13.78,9.2,40.94,58.09,12
"1887","9407301",S,irregular,5.3,0.1499,4503.42,0.26464,6.17,0.0934,24.05,10.43,23.8902,6.67,1.05,80.885,0.0079,0.87,32.6898,0.0088,1.91,113.5748,0.0089,15.12,11.48,32.79,42.91,12
"1888","9407401",S,irregular,4.9,0.1572,2761.58,0.3111,6.07,0.0934,24.05,10.43,23.8902,6.94,0.78,50.144,0.0058,0.720000000000001,16.1398,0.0091,1.51,66.2838,0.0074,9.01,24.18,25.63,33.33,12
"1889","9407601",S,irregular,5.13,0.1498,10368.56,0.12297,6.64,0.0728,24.3,8.8,36.5675,7.71,1.84,116.91,0.022,1.01,38.1273,0.0202,2.84,155.0373,0.0222,13.27,18.12,37.08,49.42,15
"1890","9407701",S,irregular,4.68,0.1651,2354.5,0.36494,5.41,0.0934,24.05,10.43,23.8902,6.41,0.53,49.028,0.0034,0.46,26.9471,0.003,0.98,75.9751,0.0036,14.88,14.38,28.26,63.57,14
"1891","9407801",SW,irregular,4.92,0.1528,4062.58,0.32418,5.95,0.0934,24.05,10.43,23.8902,6.35,0.79,26.537,0.0163,0.73,11.6582,0.0187,1.51,38.1952,0.0188,10.22,29.15,32.56,57.44,13
"1892","9407802",S,irregular,4.83,0.1475,4027.91,0.19717,5.4,0.0934,24.05,10.43,23.8902,7.81,1.57,85.325,0.01,0.73,21.5367,0.0101,2.3,106.8617,0.0101,10.86,26.67,30.3,62.36,16
"1893","9407901",E,irregular,5.01,0.1505,6826.39,0.13177,5.74,0.0728,24.3,8.8,36.5675,6.67,1.84,93.087,0.0182,0.87,25.8352,0.0169,2.71,118.9222,0.0182,13.57,14.46,31.49,45.83,13
"1894","9408001",E,mixed,5.12,0.1374,23559.09,0.05916,11.84,0.0728,24.3,8.8,36.5675,7.65,2.1,11.638,0.574,1.53,4.2341,0.6273,3.62,15.8721,0.6286,16.95,7.7,45.07,74.11,16
"1895","9408002",E,mixed,4.77,0.1292,24676.92,0.02006,12.52,0.0728,24.3,8.8,36.5675,8.53,2.36,15.126,0.5198,1.53,5.0409,0.5519,3.89,20.1669,0.5569,14.73,10.21,46.56,71.07,17
